name,player_id
"Keller, Mitch",656605
"Dobnak, Randy",677976
"Hall, Matt",664180
"Hartlieb, Geoff",664129
"Jewell, Jake",657228
"Sobotka, Chad",656977
"Taylor, Josh",657031
"Canning, Griffin",656288
"Barlow, Scott",605130
"Helsley, Ryan",664854
"Burke, Brock",656271
"Cease, Dylan",656302
"Sampson, Adrian",592716
"Luciano, Elvis",672773
"Suarez, José",660761
"McKay, David",641853
"Sheffield, Justus",656954
"Parsons, Wes",641149
"Markel, Parker",571917
"Sadzeck, Connor",592712
"Waguespack, Jacob",621097
"Ruiz, José",614179
"Coonrod, Sam",656322
"Thorpe, Lewis",626929
"Wick, Rowan",592858
"Sadler, Casey",594987
"Bubic, Kris",663460
"Bard, Daniel",453268
"Mazza, Chris",607391
"Karinchak, James",675916
"Fairbanks, Pete",664126
"Javier, Cristian",664299
"Hatch, Thomas",641672
"Oviedo, Johan",670912
"Rogers, Trevor",669432
"Sulser, Cole",642121
"Antone, Tejay",622088
"Yamaguchi, Shun",685493
"Fleming, Josh",676596
"Rogers, Tyler",643511
"Staumont, Josh",622251
"Williams, Devin",642207
"Slegers, Aaron",642083
"Scrubb, Andre",668687
"Bielak, Brandon",656232
"Dunn, Justin",643290
"Singer, Brady",663903
"Sánchez, Sixto",664350
"Kim, Kwang Hyun",547942
"Luzardo, Jesús",666200
"Akin, Keegan",669211
"Brubaker, JT",664141
"Mize, Casey",663554
"Hernández, Jonathan",642546
"Dunning, Dane",641540
"McKenzie, Triston",663474
"Peterson, David",656849
"García, Deivi",665620
"Anderson, Ian",666120
"Lindblom, Josh",458676
"Foster, Matt",641582
"Wright, Kyle",657140
"Skubal, Tarik",669373
"Castellani, Ryan",624418
"Ynoa, Huascar",660623
"Howard, Spencer",675921
"Finnegan, Kyle",640448
"Thompson, Ryan",657044
"Dolis, Rafael",503569
"Castano, Daniel",641447
"Rucker, Michael",621074
"Misiewicz, Anthony",664948
"Ober, Bailey",641927
"Weathers, Ryan",677960
"Heuer, Codi",676051
"Selman, Sam",572125
"Morgan, Eli",669212
"Ponce, Cody",664074
"Pérez, Cionel",672335
"Díaz, Yennsy",660546
"Houck, Tanner",656557
"Megill, Trevor",656730
"Garza, Justin",621057
"Watkins, Spenser",657093
"Stephan, Trevor",663986
"Pop, Zach",647315
"Neidert, Nick",663734
"Wantz, Andrew",681806
"Knehr, Reiss",663753
"Widener, Taylor",642203
"González, Victor",624647
"Nance, Tommy",667297
"Manning, Matt",666159
"Zuber, Tyler",676604
"Brentz, Jake",641394
"Gilbreath, Lucas",656458
"Gilbert, Tyler",656457
"Abreu, Albert",656061
"Campbell, Paul",111936
"Smith, Riley",642092
"Thompson, Mason",666168
"Holloway, Jordan",656548
"Ashby, Aaron",676879
"Megill, Tylor",656731
"Saucedo, Tayler",642048
"Cousins, Jake",664776
"Barlow, Joe",669618
"Wilson, Bryse",669060
"Crowe, Wil",640444
"Hendrix, Ryan",641682
"Bowden, Ben",641386
"Head, Louis",545343
"Raley, Brooks",548384
"Sheffield, Jordan",642068
"Naughton, Packy",676050
"Santillan, Tony",663574
"Doval, Camilo",666808
"Curtiss, John",595928
"Vesia, Alex",681911
"Yang, Hyeon-Jong",660365
"Abreu, Bryan",650556
"Kaprielian, James",621076
"Garcia, Luis",150193
"Zimmermann, Bruce",669145
"Garrett, Braxton",666129
"Gray, Josiah",680686
"Payamps, Joel",606303
"Cabrera, Génesis",650893
"Clay, Sam",621348
"Kranick, Max",668820
"Whitley, Kodi",676831
"Rodriguez, Chris",669735
